failure_bucket,target_signature,prediction_signature,passed_EX,failed_EX,count
correct_exact_match,aircraft|group>avg>max>project,aircraft|group>avg>max>project,1,0,4
correct_execution_not_exact,Department|unwind>project>sort,Department|unwind>sort>project,1,0,4
empty_prediction_result,Subjects|unwind>unwind>unwind>match>project,Students|unwind>unwind>match>project,0,1,4
empty_prediction_result,Allergy_Type|match>project,Allergy_Type|match>project,0,1,4
result_field_name_mismatch,Students|unwind>group>group>project,Students|unwind>group>group>project,0,1,4
result_field_name_mismatch,university|unwind>group>count,university|unwind>group>group>project,0,1,4
stage_mismatch,university|lookup>match>expr>lt>unwind>project>unwind>project,university|group>unwind>match>unwind>project,0,1,4
correct_exact_match,pilot|project,pilot|project,1,0,4
correct_exact_match,Course_Authors_and_Tutors|project,Course_Authors_and_Tutors|project,1,0,4
correct_execution_not_exact,Projects|project>sort>limit>project,Projects|unwind>group>sort>limit>project,1,0,4
extra_prediction_fields,device|group>sort>project,device|group>sort>project,0,1,4
correct_exact_match,editor|project,editor|project,1,0,4
correct_execution_not_exact,mountain|unwind>group>count,mountain|unwind>group>project,1,0,4
missing_prediction_fields,airlines|unwind>group>sum>sort>limit>project,airlines|unwind>group>sort>limit>project,0,1,4
correct_execution_not_exact,Projects|unwind>unwind>unwind>group>project,Projects|unwind>unwind>unwind>group>project,1,0,4
correct_execution_not_exact,film|match>project,film|match>project,1,0,4
correct_execution_not_exact,university|sort>limit>unwind>project,university|unwind>sort>limit>project,1,0,4
correct_execution_not_exact,employee|lookup>match>project,aircraft|match>unwind>lookup>unwind>project,1,0,4
correct_execution_not_exact,airlines|unwind>group>sort>limit>project,airlines|unwind>group>sort>limit>project,1,0,4
same_fields_wrong_values,actor|project>sort,actor|project,0,1,4
correct_exact_match,device|group>sort>project,device|group>sort>project,1,0,4
correct_execution_not_exact,editor|project>sort,editor|sort>project,1,0,4
stage_mismatch,editor|lookup>match>project,journal|match>unwind>lookup>unwind>project,0,1,4
correct_execution_not_exact,Allergy_Type|group>sort>limit>project,Allergy_Type|unwind>group>sort>limit>project,1,0,4
correct_execution_not_exact,school|lookup>unwind>project,school|unwind>lookup>unwind>project,1,0,3
correct_execution_not_exact,cinema|project,cinema|project,1,0,3
correct_execution_not_exact,pilot|group>sort>limit>project,pilot|group>sort>limit>project,1,0,3
result_field_name_mismatch,university|group>count,university|group>group>project,0,1,3
correct_execution_not_exact,Course_Authors_and_Tutors|unwind>match>project,Course_Authors_and_Tutors|match>project,1,0,3
correct_exact_match,university|sort>limit>project,university|sort>limit>project,1,0,3
correct_execution_not_exact,grapes|unwind>match>gt>group>project,grapes|unwind>match>group>project,1,0,3
correct_execution_not_exact,appellations|unwind>match>ne>group>project,appellations|unwind>match>group>project,1,0,3
correct_execution_not_exact,Student|match>lookup>unwind>project>sort,Student|match>unwind>lookup>unwind>sort>project,1,0,3
correct_execution_not_exact,gas_station|group>sort>project,gas_station|group>project>sort,1,0,3
correct_exact_match,Allergy_Type|group>project,Allergy_Type|group>project,1,0,3
correct_execution_not_exact,school|unwind>group>project,school|unwind>group>project,1,0,3
correct_execution_not_exact,departments|unwind>match>lookup>unwind>unwind>project,departments|match>unwind>project,1,0,3
correct_execution_not_exact,Course_Authors_and_Tutors|lookup>match>project,Course_Authors_and_Tutors|lookup>unwind>group>project,1,0,3
same_fields_wrong_values,film|group>project,film|project,0,1,3
correct_exact_match,company|group>project,company|group>project,1,0,3
result_field_name_mismatch,Student|match>group>project,Student|unwind>match>group>count,0,1,3
correct_exact_match,Customers|unwind>match>group>project,Customers|unwind>match>group>project,1,0,3
same_fields_wrong_values,mountain|match>project,mountain|match>group>project,0,1,3
correct_execution_not_exact,musical|group>sort>limit>project,musical|group>sort>limit>project,1,0,3
correct_execution_not_exact,university|group>min>project,university|group>project,1,0,3
correct_exact_match,mountain|group>sort>limit>project,mountain|group>sort>limit>project,1,0,3
correct_execution_not_exact,grapes|match>unwind>match>group>project,grapes|unwind>match>group>project,1,0,3
correct_execution_not_exact,school|unwind>project>sort,school|unwind>sort>project,1,0,3
correct_execution_not_exact,Projects|unwind>group>project,Ref_Document_Types|unwind>group>project,1,0,3
correct_execution_not_exact,company|group>max>avg>project,company|group>project,1,0,3
correct_execution_not_exact,technician|match>group>match>project,technician|match>group>match>project,1,0,3
correct_execution_not_exact,company|group>sum>sort>limit>project,company|group>sort>limit>project,1,0,3
correct_execution_not_exact,airports|group>sort>project,airports|group>sort>project,1,0,3
correct_execution_not_exact,airports|match>group>match>project,airports|match>group>match>project,1,0,3
stage_mismatch,appellations|unwind>sort>group>project,grapes|unwind>group>sort>project,0,1,3
correct_execution_not_exact,Subjects|unwind>project>match>project,Subjects|unwind>match>project,1,0,3
correct_execution_not_exact,Student|match>group>sort>limit>project,Student|match>group>sort>limit>project,1,0,3
correct_execution_not_exact,gas_station|lookup>match>project,gas_station|unwind>lookup>unwind>match>project,1,0,3
correct_exact_match,technician|group>sort>limit>project,technician|group>sort>limit>project,1,0,3
correct_execution_not_exact,shop|unwind>group>addToSet>project>match>project,shop|unwind>group>match>project,1,0,3
result_field_name_mismatch,Projects|unwind>match>project,Ref_Document_Types|unwind>match>project,0,1,3
correct_exact_match,company|match>project,company|match>project,1,0,3
correct_execution_not_exact,Ship|group>sort>limit>project,Ship|group>sort>limit>project,1,0,3
correct_exact_match,school|match>project,school|match>project,1,0,3
correct_execution_not_exact,appellations|match>unwind>group>project,appellations|unwind>match>group>project,1,0,3
correct_execution_not_exact,driver|match>group>match>project,driver|match>group>match>project,1,0,3
correct_exact_match,technician|group>match>project,technician|group>match>project,1,0,3
correct_execution_not_exact,cinema|unwind>group>project,cinema|unwind>group>project,1,0,3
correct_execution_not_exact,CONTESTANTS|project>sort,CONTESTANTS|sort>project,1,0,3
correct_exact_match,actor|sort>limit>project,actor|sort>limit>project,1,0,3
correct_execution_not_exact,appellations|project,appellations|project,1,0,3
correct_execution_not_exact,appellations|unwind>match>project,appellations|match>unwind>match>project,1,0,3
correct_execution_not_exact,departments|unwind>match>lookup>unwind>unwind>match>project,departments|match>unwind>match>project,1,0,3
correct_execution_not_exact,editor|lookup>unwind>project>sort,editor|unwind>lookup>unwind>sort>project,1,0,3
correct_execution_not_exact,Projects|unwind>unwind>project,Projects|unwind>unwind>project,1,0,3
correct_exact_match,Allergy_Type|project,Allergy_Type|project,1,0,3
correct_exact_match,aircraft|unwind>group>sort>limit>project,aircraft|unwind>group>sort>limit>project,1,0,3
result_field_name_mismatch,Student|match>project,Student|match>project,0,1,3
correct_exact_match,AREA_CODE_STATE|group>min>project,AREA_CODE_STATE|group>min>project,1,0,3
correct_execution_not_exact,jobs|unwind>group>lookup>unwind>match>expr>gt>project>unwind>replaceRoot,jobs|unwind>group>unwind>match>project,1,0,3
correct_exact_match,CONTESTANTS|unwind>group>project,CONTESTANTS|unwind>group>project,1,0,3
extra_prediction_fields,school|unwind>project,school|unwind>project,0,1,3
correct_execution_not_exact,mountain|match>lt>group>push>match>elemMatch>project,mountain|group>match>project,1,0,3
correct_execution_not_exact,Subjects|unwind>unwind>unwind>match>project,Students|unwind>unwind>match>project,1,0,3
correct_execution_not_exact,Department|unwind>project>match>project,Department|unwind>unwind>group>match>project,1,0,3
correct_execution_not_exact,Ship|unwind>group>match>project,Ship|unwind>group>match>project,1,0,3
correct_execution_not_exact,airlines|unwind>group>sum>project,airlines|unwind>group>project,1,0,3
stage_mismatch,Faculty|lookup>unwind>unwind>match>project,Department|match>unwind>lookup>unwind>project,0,1,3
result_field_name_mismatch,Subjects|unwind>unwind>unwind>match>project,Students|unwind>unwind>match>project,0,1,3
correct_execution_not_exact,device|unwind>group>addToSet>project>match>project,device|unwind>group>match>group>project,1,0,3
same_fields_wrong_values,Students|project>sort,Students|project,0,1,3
extra_prediction_fields,Course_Authors_and_Tutors|project>sort,Course_Authors_and_Tutors|project,0,1,3
empty_prediction_result,Student|match>project>group>project>unwind,Student|unwind>match>group>project,0,1,3
correct_execution_not_exact,university|unwind>match>project,university|unwind>match>project,1,0,3
correct_exact_match,mountain|group>match>project,mountain|group>match>project,1,0,3
correct_execution_not_exact,CONTESTANTS|match>lookup>unwind>group>match>project,AREA_CODE_STATE|unwind>lookup>unwind>match>group>match>project,1,0,3
result_field_name_mismatch,device|group>group>project,device|group>group>project,0,1,3
correct_exact_match,employee|group>max>project,employee|group>max>project,1,0,3
correct_execution_not_exact,CONTESTANTS|match>count,CONTESTANTS|match>group>project,1,0,3
correct_execution_not_exact,Projects|unwind>group>sort>limit>project,Projects|unwind>group>sort>limit>project,1,0,3
correct_execution_not_exact,film|group>project,film|group>project,1,0,3
correct_execution_not_exact,school|lookup>unwind>project,driver|unwind>lookup>unwind>project,1,0,2
correct_exact_match,cinema|project,cinema|project,1,0,2
correct_exact_match,pilot|group>sort>limit>project,pilot|group>sort>limit>project,1,0,2
same_fields_wrong_values,Department|unwind>group>sort>limit>project,Department|project>sort>limit>project,0,1,2
correct_execution_not_exact,Department|unwind>group>sort>limit>project,Department|unwind>group>sort>limit>project,1,0,2
correct_execution_not_exact,Subjects|unwind>unwind>group>project,Subjects|unwind>unwind>group>project,1,0,2
same_shape_fields_wrong_values,Subjects|unwind>unwind>group>project,Subjects|unwind>unwind>group>project,0,1,2
result_field_name_mismatch,university|group>count,university|match>group>group>project,0,1,2
result_field_name_mismatch,jobs|unwind>match>not>project,departments|unwind>match>project,0,1,2
correct_execution_not_exact,jobs|unwind>match>project,jobs|unwind>group>unwind>match>project,1,0,2
query_field_mismatch,jobs|unwind>match>project,jobs|unwind>match>project,0,1,2
correct_exact_match,grapes|unwind>match>gt>group>project,grapes|unwind>match>group>project,1,0,2
correct_execution_not_exact,technician|match>project,technician|match>project,1,0,2
correct_execution_not_exact,Student|match>lookup>unwind>project>sort,Student|match>unwind>lookup>unwind>project>sort,1,0,2
correct_execution_not_exact,gas_station|group>sort>project,gas_station|group>sort>project,1,0,2
stage_mismatch,Allergy_Type|group>project,Allergy_Type|project,0,1,2
extra_prediction_fields,departments|match>project,departments|match>project,0,1,2
extra_prediction_fields,departments|match>project,departments|match,0,1,2
correct_exact_match,CONTESTANTS|match>regex>project,CONTESTANTS|match>regex>project,1,0,2
correct_execution_not_exact,CONTESTANTS|match>regex>project,CONTESTANTS|match>regex>project,1,0,2
correct_exact_match,airports|sort>limit>project,airports|sort>limit>project,1,0,2
correct_exact_match,appellations|unwind>match>group>sort>limit>project,appellations|unwind>match>group>sort>limit>project,1,0,2
correct_exact_match,school|unwind>group>project,school|unwind>group>project,1,0,2
correct_exact_match,appellations|match>unwind>group>max>project,appellations|match>unwind>group>project,1,0,2
correct_execution_not_exact,appellations|match>unwind>group>max>project,appellations|unwind>match>group>project,1,0,2
correct_execution_not_exact,Projects|unwind>unwind>group>sum>sort>limit>project,Projects|unwind>unwind>project>sort>limit>project,1,0,2
correct_execution_not_exact,Projects|unwind>unwind>group>sum>sort>limit>project,Projects|unwind>unwind>unwind>group>sort>limit>project,1,0,2
same_fields_wrong_values,Student|match>project,Student|match>group>project,0,1,2
correct_execution_not_exact,Customers|unwind>match>group>project,Customers|unwind>match>group>project,1,0,2
correct_execution_not_exact,Products|sort>limit>lookup>project,Staff|unwind>lookup>unwind>sort>limit>project,1,0,2
correct_execution_not_exact,appellations|project>match>project,appellations|project>match>project,1,0,2
correct_execution_not_exact,mountain|group>sort>limit>project,mountain|group>sort>limit>project,1,0,2
correct_execution_not_exact,jobs|unwind>match>project>lookup>unwind>match>expr>gt>project>unwind>project,jobs|unwind>group>unwind>match>project,1,0,2
correct_exact_match,school|unwind>project>sort,school|unwind>project>sort,1,0,2
correct_execution_not_exact,cinema|match>group>match>project,cinema|match>group>match>project,1,0,2
empty_prediction_result,Ship|unwind>match>group>match>project,Ship|unwind>match>group>match>project,0,1,2
empty_prediction_result,Department|unwind>match>project,Department|unwind>match>project,0,1,2
correct_execution_not_exact,Projects|unwind>group>match>project,Ref_Document_Types|unwind>group>match>project,1,0,2
same_shape_fields_wrong_values,Projects|unwind>group>match>project,Ref_Document_Types|unwind>group>match>project,0,1,2
correct_execution_not_exact,airports|group>sort>project,airports|group>project>sort,1,0,2
correct_execution_not_exact,shop|match>lt>group>match>project,shop|group>match>project,1,0,2
result_field_name_mismatch,airports|match>group>match>project,airports|match>group>match>group>project,0,1,2
same_fields_wrong_values,appellations|unwind>sort>group>project,grapes|unwind>sort>project,0,1,2
extra_prediction_fields,county_public_safety|sort>project,county_public_safety|sort>project,0,1,2
correct_exact_match,county_public_safety|sort>project,county_public_safety|sort>project,1,0,2
same_fields_wrong_values,Customers|project>sort,Customers|project,0,1,2
correct_execution_not_exact,Customers|project>sort,Customers|project>sort,1,0,2
same_fields_wrong_values,cinema|group>match>project,cinema|match>project,0,1,2
result_field_name_mismatch,departments|match>regex>unwind>project,departments|match>unwind>project,0,1,2
same_fields_wrong_values,shop|project>sort,shop|project,0,1,2
correct_execution_not_exact,Students|project>group>project,Students|match>exists>group>project,1,0,2
correct_execution_not_exact,Students|project>group>project,Students|match>group>project,1,0,2
correct_execution_not_exact,device|lookup>match>project,device|match>not>project,1,0,2
correct_execution_not_exact,Student|match>project,Student|match>exists>project,1,0,2
result_field_name_mismatch,employee|match>group>project,employee|unwind>group>group>project,0,1,2
correct_execution_not_exact,Ship|unwind>group>sum>match>gt>project,Ship|match>project,1,0,2
correct_execution_not_exact,Ship|unwind>group>sum>match>gt>project,Ship|unwind>match>group>match>project,1,0,2
same_fields_wrong_values,Student|group>project,Student|project,0,1,2
empty_prediction_result,county_public_safety|match>group>match>project,county_public_safety|match>group>match>project,0,1,2
correct_execution_not_exact,county_public_safety|match>group>match>project,county_public_safety|match>group>match>project,1,0,2
correct_exact_match,Student|match>group>sort>limit>project,Student|match>group>sort>limit>project,1,0,2
result_field_name_mismatch,jobs|unwind>match>group>lookup>unwind>match>expr>gt>project>unwind>replaceRoot>project,jobs|unwind>group>unwind>match>project,0,1,2
correct_execution_not_exact,county_public_safety|unwind>match>project,county_public_safety|unwind>match>project,1,0,2
extra_prediction_fields,county_public_safety|unwind>match>project,county_public_safety|unwind>match>project,0,1,2
same_shape_fields_wrong_values,county_public_safety|match>group>project,county_public_safety|match>group>project,0,1,2
correct_exact_match,county_public_safety|match>group>project,county_public_safety|match>group>project,1,0,2
correct_execution_not_exact,pilot|group>match>project,pilot|group>sum>match>gt>project,1,0,2
correct_execution_not_exact,pilot|group>match>project,pilot|group>match>project,1,0,2
correct_exact_match,Student|match>group>min>project,Student|match>group>project,1,0,2
correct_execution_not_exact,Student|match>group>min>project,Student|match>group>project,1,0,2
correct_execution_not_exact,shop|unwind>group>addToSet>project>match>project,shop|unwind>group>project>match>project,1,0,2
correct_execution_not_exact,Projects|unwind>unwind>match>project,Projects|unwind>unwind>match>project,1,0,2
correct_execution_not_exact,appellations|unwind>match>group>avg>project,grapes|match>unwind>match>group>project,1,0,2
correct_exact_match,Student|group>sort>limit>project,Student|group>sort>limit>project,1,0,2
same_shape_fields_wrong_values,company|match>project,company|match>project,0,1,2
correct_execution_not_exact,departments|unwind>group>sum>match>project,departments|unwind>group>sum>match>project,1,0,2
correct_execution_not_exact,departments|unwind>group>sum>match>project,departments|unwind>group>match>project,1,0,2
correct_exact_match,Ship|group>sort>limit>project,Ship|group>sort>limit>project,1,0,2
correct_exact_match,pilot|match>project,pilot|match>project,1,0,2
extra_prediction_fields,school|match>project,school|match>project,0,1,2
correct_exact_match,airlines|group>sort>project,airlines|group>sort>project,1,0,2
query_field_mismatch,airlines|group>sort>project,airlines|group>sort>project,0,1,2
correct_execution_not_exact,appellations|match>unwind>group>project,appellations|match>unwind>group>project,1,0,2
correct_execution_not_exact,departments|unwind>match>not>project>sort,departments|unwind>match>sort>project,1,0,2
correct_exact_match,driver|match>group>match>project,driver|match>group>match>project,1,0,2
correct_execution_not_exact,technician|group>match>project,technician|group>match>project,1,0,2
correct_execution_not_exact,CONTESTANTS|project>sort,CONTESTANTS|project>sort,1,0,2
correct_execution_not_exact,actor|sort>limit>project,actor|sort>limit>project,1,0,2
correct_exact_match,jobs|unwind>match>regex>project,jobs|unwind>match>regex>project,1,0,2
correct_exact_match,jobs|unwind>match>regex>project,jobs|unwind>match>project,1,0,2
extra_prediction_fields,appellations|project,appellations|project,0,1,2
stage_mismatch,technician|lookup>lookup>match>project,technician|unwind>lookup>unwind>match>project,0,1,2
correct_execution_not_exact,school|match>gt>group>addToSet>project>filter>match>exists>project,school|group>sum>match>gt>project,1,0,2
correct_execution_not_exact,Faculty|match>project,Faculty|match>project,1,0,2
extra_prediction_fields,appellations|unwind>match>project,appellations|match>unwind>match>project,0,1,2
correct_execution_not_exact,editor|lookup>unwind>project>sort,editor|unwind>lookup>unwind>project>sort,1,0,2
correct_execution_not_exact,Allergy_Type|project,Allergy_Type|project,1,0,2
correct_execution_not_exact,Student|match>lookup>addFields>eq>match>count,Student|match>lookup>match>count,1,0,2
correct_execution_not_exact,Student|match>lookup>addFields>eq>match>count,Student|match>lookup>match>group>project,1,0,2
correct_execution_not_exact,Subjects|project>sort>project,Subjects|unwind>group>sort>project,1,0,2
correct_execution_not_exact,Subjects|project>sort>project,Subjects|unwind>group>project>sort,1,0,2
correct_execution_not_exact,grapes|match>unwind>match>project,grapes|unwind>match>project,1,0,2
correct_execution_not_exact,aircraft|unwind>group>sort>limit>project,aircraft|unwind>group>sort>limit>project,1,0,2
correct_exact_match,AREA_CODE_STATE|group>min>project,AREA_CODE_STATE|group>project,1,0,2
correct_execution_not_exact,jobs|unwind>group>lookup>unwind>match>expr>gt>project>unwind>replaceRoot,jobs|unwind>group>push>unwind>match>expr>gt>project,1,0,2
correct_execution_not_exact,CONTESTANTS|unwind>group>project,CONTESTANTS|unwind>group>project,1,0,2
correct_execution_not_exact,mountain|match>lt>group>push>match>elemMatch>project,mountain|group>max>match>project,1,0,2
query_field_mismatch,Faculty|match>project,Faculty|match>project,0,1,2
correct_execution_not_exact,Course_Authors_and_Tutors|unwind>group>sum>match>project,Course_Authors_and_Tutors|unwind>group>match>project,1,0,2
correct_execution_not_exact,Course_Authors_and_Tutors|unwind>group>sum>match>project,Course_Authors_and_Tutors|match>project,1,0,2
correct_exact_match,airlines|unwind>group>sum>project,airlines|unwind>group>project,1,0,2
correct_exact_match,company|match>group>match>project,company|match>group>match>project,1,0,2
stage_mismatch,Faculty|lookup>unwind>unwind>match>project,Faculty|unwind>lookup>unwind>match>project,0,1,2
correct_execution_not_exact,Course_Authors_and_Tutors|project>sort,Course_Authors_and_Tutors|sort>project,1,0,2
empty_prediction_result,Student|match>project>group>project>unwind,Student|match>unwind>match>group>project,0,1,2
correct_execution_not_exact,aircraft|lookup>match>project,pilot|match>unwind>lookup>unwind>project,1,0,2
correct_execution_not_exact,aircraft|lookup>match>project,aircraft|unwind>lookup>unwind>match>project,1,0,2
empty_prediction_result,university|unwind>match>project,university|match>unwind>project,0,1,2
same_fields_wrong_values,grapes|unwind>match>group>project,grapes|unwind>match>project,0,1,2
correct_exact_match,grapes|unwind>match>group>project,grapes|unwind>match>group>project,1,0,2
correct_execution_not_exact,mountain|group>match>project,mountain|group>match>project,1,0,2
correct_execution_not_exact,CONTESTANTS|match>lookup>unwind>group>match>project,AREA_CODE_STATE|unwind>lookup>unwind>group>match>project,1,0,2
correct_execution_not_exact,aircraft|group>lookup>match>expr>gt>project>unwind>project,aircraft|group>unwind>match>project,1,0,2
correct_execution_not_exact,aircraft|group>lookup>match>expr>gt>project>unwind>project,aircraft|group>push>unwind>match>expr>gt>project,1,0,2
result_field_name_mismatch,device|group>group>project,device|group>count,0,1,2
correct_exact_match,employee|group>max>project,employee|group>project,1,0,2
correct_execution_not_exact,Projects|unwind>group>sort>limit>project,Ref_Document_Types|unwind>group>sort>limit>project,1,0,2
same_fields_wrong_values,company|group>project,company|project,0,1,2
correct_execution_not_exact,jobs|match>project,jobs|match>project,1,0,2
correct_exact_match,jobs|match>project,jobs|match>project,1,0,2
correct_exact_match,Student|group>match>project,Student|group>match>project,1,0,2
correct_exact_match,Student|match>regex>project,Student|match>regex>project,1,0,1
same_shape_fields_wrong_values,Department|unwind>group>sort>limit>project,Department|unwind>group>sort>limit>project,0,1,1
correct_execution_not_exact,aircraft|project>match>project,aircraft|unwind>group>sum>match>project,1,0,1
same_fields_wrong_values,appellations|unwind>group>unwind>sort>project,grapes|unwind>project>sort,0,1,1
same_shape_fields_wrong_values,Subjects|unwind>unwind>group>project,Subjects|unwind>unwind>group>sum>project,0,1,1
result_field_name_mismatch,device|group>project,device|unwind>group>project,0,1,1
correct_execution_not_exact,Ship|unwind>sort>project,Ship|unwind>sort>project,1,0,1
correct_execution_not_exact,jobs|unwind>match>not>project,departments|unwind>match>project,1,0,1
extra_prediction_fields,Course_Authors_and_Tutors|unwind>match>project,Course_Authors_and_Tutors|unwind>match>project,0,1,1
correct_execution_not_exact,jobs|match>project,departments|unwind>match>project,1,0,1
correct_execution_not_exact,Projects|unwind>match>count,Projects|unwind>unwind>group>group>project,1,0,1
correct_execution_not_exact,Projects|project>match>project,Projects|match>project,1,0,1
correct_execution_not_exact,Projects|project>match>project,Projects|unwind>group>sum>match>project,1,0,1
correct_execution_not_exact,jobs|unwind>match>not>project,jobs|unwind>match>not>project,1,0,1
correct_execution_not_exact,departments|unwind>lookup>unwind>unwind>match>expr>eq>project>unwind>project,departments|unwind>lookup>unwind>unwind>match>project>unwind>project,1,0,1
result_field_name_mismatch,departments|unwind>lookup>unwind>unwind>match>expr>eq>project>unwind>project,regions|unwind>unwind>lookup>unwind>unwind>project,0,1,1
correct_execution_not_exact,airports|group>match>count,airports|group>match>count,1,0,1
correct_execution_not_exact,county_public_safety|group>sort>limit>project,county_public_safety|group>sort>limit>project,1,0,1
correct_execution_not_exact,appellations|unwind>match>ne>group>project,appellations|match>gt>group>project,1,0,1
correct_execution_not_exact,appellations|unwind>match>ne>group>project,appellations|match>unwind>match>group>project,1,0,1
same_shape_fields_wrong_values,Allergy_Type|unwind>group>project,Student|unwind>group>project,0,1,1
result_field_name_mismatch,Allergy_Type|unwind>group>project,Allergy_Type|unwind>group>project,0,1,1
correct_execution_not_exact,driver|match>project,driver|match>exists>project,1,0,1
extra_prediction_fields,driver|match>project,driver|match>project,0,1,1
stage_mismatch,Faculty|match>project,Faculty|unwind>project,0,1,1
extra_prediction_fields,Projects|unwind>unwind>unwind>project,Projects|unwind>unwind>unwind>project,0,1,1
correct_exact_match,Ship|unwind>group>match>project,Ship|unwind>group>match>project,1,0,1
correct_execution_not_exact,Subjects|project>group>project,Subjects|unwind>count,1,0,1
same_fields_wrong_values,employee|project>sort,employee|project,0,1,1
correct_execution_not_exact,Department|match>project,Department|project>match>project,1,0,1
correct_execution_not_exact,Department|match>project,Department|match>exists>project,1,0,1
extra_prediction_fields,CONTESTANTS|match>regex>project,CONTESTANTS|match>regex>project,0,1,1
correct_exact_match,pilot|match>group>project,pilot|match>group>project,1,0,1
result_field_name_mismatch,Allergy_Type|group>project,Allergy_Type|group>count,0,1,1
correct_exact_match,driver|group>project,driver|group>project,1,0,1
query_field_mismatch,airports|sort>limit>project,airports|sort>limit>project,0,1,1
same_shape_fields_wrong_values,jobs|unwind>match>project,departments|unwind>match>project,0,1,1
stage_mismatch,departments|unwind>match>lookup>unwind>unwind>project,departments|match>unwind>match>project,0,1,1
correct_execution_not_exact,departments|unwind>match>lookup>unwind>unwind>project,departments|unwind>group>match>unwind>project,1,0,1
correct_execution_not_exact,shop|match>project,shop|match>project,1,0,1
same_fields_wrong_values,Student|unwind>group>match>project,Student|unwind>group>project>match>project,0,1,1
correct_exact_match,county_public_safety|group>max>project,county_public_safety|group>max>project,1,0,1
correct_execution_not_exact,Customers|group>sort>limit>project,Customers|group>sort>limit>project>count,1,0,1
correct_execution_not_exact,CONTESTANTS|match>project,CONTESTANTS|match>project,1,0,1
stage_mismatch,Course_Authors_and_Tutors|project,Course_Authors_and_Tutors|unwind>group>project,0,1,1
correct_execution_not_exact,appellations|match>unwind>group>max>project,appellations|match>unwind>group>project,1,0,1
correct_execution_not_exact,Course_Authors_and_Tutors|lookup>match>project,Course_Authors_and_Tutors|lookup>match>project,1,0,1
correct_execution_not_exact,Course_Authors_and_Tutors|lookup>match>project,Students|lookup>match>group>project,1,0,1
correct_execution_not_exact,Course_Authors_and_Tutors|lookup>match>project,Course_Authors_and_Tutors|lookup>unwind>project,1,0,1
correct_exact_match,editor|group>sort>limit>project,editor|group>sort>limit>project,1,0,1
correct_execution_not_exact,grapes|unwind>match>project>sort,appellations|unwind>match>sort>project,1,0,1
correct_exact_match,county_public_safety|unwind>project>sort,county_public_safety|unwind>project>sort,1,0,1
correct_execution_not_exact,Projects|unwind>unwind>group>sum>sort>limit>project,Projects|unwind>unwind>unwind>group>sum>sort>limit>project,1,0,1
correct_execution_not_exact,Department|group>project,Department|unwind>count,1,0,1
result_field_name_mismatch,Student|match>group>project,Student|match>count,0,1,1
result_field_name_mismatch,Student|match>group>project,Student|match>group>project,0,1,1
extra_prediction_fields,mountain|unwind>sort>project,mountain|unwind>project>sort,0,1,1
extra_prediction_fields,company|lookup>unwind>match>expr>eq>unwind>group>project,company|unwind>group>project,0,1,1
stage_mismatch,Products|sort>limit>lookup>project,Products|sort>limit>unwind>lookup>unwind>project,0,1,1
extra_prediction_fields,Products|sort>limit>lookup>project,Products|unwind>sort>limit>lookup>unwind>project,0,1,1
stage_mismatch,Products|sort>limit>lookup>project,Products|unwind>sort>limit>lookup>unwind>project,0,1,1
extra_prediction_fields,musical|group>sort>limit>project,musical|group>sort>limit>project,0,1,1
extra_prediction_fields,aircraft|unwind>group>project,aircraft|unwind>group>sum>project,0,1,1
same_shape_fields_wrong_values,aircraft|unwind>group>project,aircraft|unwind>group>sum>project,0,1,1
correct_execution_not_exact,Projects|unwind>project>match>project,Projects|unwind>unwind>match>group>match>project,1,0,1
correct_execution_not_exact,driver|group>sort>limit>project,driver|group>sort>limit>project,1,0,1
extra_prediction_fields,actor|project,actor|project,0,1,1
same_fields_wrong_values,appellations|project>match>project,appellations|unwind>group>match>group>project,0,1,1
correct_execution_not_exact,appellations|project>match>project,appellations|unwind>group>match>project,1,0,1
same_fields_wrong_values,appellations|project>match>project,appellations|unwind>group>match>project,0,1,1
correct_execution_not_exact,university|group>min>project,university|group>min>project,1,0,1
extra_prediction_fields,university|group>min>project,university|group>project,0,1,1
correct_execution_not_exact,journal|unwind>match>group>project,journal|match>group>project,1,0,1
result_field_name_mismatch,Ship|match>project,Ship|match>project,0,1,1
correct_execution_not_exact,grapes|match>unwind>match>group>project,grapes|match>unwind>match>group>project,1,0,1
correct_execution_not_exact,grapes|match>unwind>match>group>project,grapes|match>project,1,0,1
correct_execution_not_exact,jobs|unwind>match>project>lookup>unwind>match>expr>gt>project>unwind>project,jobs|unwind>project>lookup>unwind>match>project>unwind>match>project,1,0,1
correct_execution_not_exact,jobs|unwind>match>project>lookup>unwind>match>expr>gt>project>unwind>project,jobs|unwind>lookup>unwind>match>project>unwind>match>project,1,0,1
correct_execution_not_exact,jobs|unwind>match>project>lookup>unwind>match>expr>gt>project>unwind>project,jobs|unwind>group>first>first>group>max>unwind>match>expr>gt>project,1,0,1
correct_execution_not_exact,departments|unwind>group>project,departments|unwind>group>project>count,1,0,1
same_shape_fields_wrong_values,departments|unwind>group>project,departments|unwind>group>project,0,1,1
query_field_mismatch,departments|unwind>group>project,departments|unwind>group>sum>project,0,1,1
correct_execution_not_exact,grapes|unwind>group>avg>sort>limit>project,grapes|unwind>group>avg>sort>limit>project,1,0,1
correct_execution_not_exact,Students|match>regex>group>project,Students|match>regex>group>project,1,0,1
extra_prediction_fields,Customers|unwind>sort>limit>lookup>unwind>project,Staff|unwind>sort>limit>project,0,1,1
